2026/04/27 00:30:06.713, 45, [N/A], 10 %, 9 %, 1244 MiB
2026/04/27 00:30:16.727, 45, [N/A], 23 %, 19 %, 1244 MiB
2026/04/27 00:30:26.791, 45, [N/A], 23 %, 18 %, 1244 MiB
2026/04/27 00:30:36.748, 45, [N/A], 24 %, 19 %, 1244 MiB
2026/04/27 00:30:46.697, 45, [N/A], 10 %, 9 %, 7481 MiB
2026/04/27 00:30:56.812, 45, [N/A], 21 %, 17 %, 7485 MiB
2026/04/27 00:31:06.794, 45, [N/A], 24 %, 19 %, 7489 MiB
2026/04/27 00:31:16.714, 45, [N/A], 22 %, 17 %, 7479 MiB
2026/04/27 00:31:26.837, 45, [N/A], 22 %, 17 %, 7485 MiB
2026/04/27 00:31:36.826, 50, [N/A], 91 %, 100 %, 7474 MiB
2026/04/27 00:31:46.765, 53, [N/A], 87 %, 95 %, 7483 MiB
2026/04/27 00:31:56.859, 56, [N/A], 92 %, 100 %, 7490 MiB
2026/04/27 00:32:06.853, 57, [N/A], 92 %, 100 %, 7476 MiB
2026/04/27 00:32:16.798, 58, [N/A], 84 %, 90 %, 7473 MiB
2026/04/27 00:32:26.843, 56, [N/A], 83 %, 90 %, 7473 MiB
2026/04/27 00:32:36.899, 55, [N/A], 87 %, 95 %, 7473 MiB
2026/04/27 00:32:46.855, 55, [N/A], 89 %, 98 %, 7483 MiB
2026/04/27 00:32:56.840, 54, [N/A], 92 %, 100 %, 7495 MiB
2026/04/27 00:33:06.928, 54, [N/A], 86 %, 95 %, 7487 MiB
2026/04/27 00:33:16.891, 54, [N/A], 86 %, 95 %, 7473 MiB
2026/04/27 00:33:26.818, 54, [N/A], 92 %, 100 %, 7470 MiB
2026/04/27 00:33:36.963, 53, [N/A], 88 %, 98 %, 7477 MiB
2026/04/27 00:33:46.948, 53, [N/A], 89 %, 99 %, 7471 MiB
2026/04/27 00:33:56.879, 54, [N/A], 87 %, 96 %, 7475 MiB
2026/04/27 00:34:06.987, 54, [N/A], 84 %, 94 %, 7475 MiB
2026/04/27 00:34:16.980, 54, [N/A], 87 %, 96 %, 7475 MiB
2026/04/27 00:34:26.915, 54, [N/A], 87 %, 98 %, 7468 MiB
2026/04/27 00:34:36.978, 54, [N/A], 89 %, 100 %, 7475 MiB
2026/04/27 00:34:47.008, 54, [N/A], 87 %, 97 %, 7473 MiB
2026/04/27 00:34:56.935, 55, [N/A], 85 %, 95 %, 7475 MiB
2026/04/27 00:35:06.959, 55, [N/A], 88 %, 98 %, 7483 MiB
2026/04/27 00:35:17.034, 55, [N/A], 93 %, 100 %, 7473 MiB
2026/04/27 00:35:26.984, 55, [N/A], 89 %, 99 %, 7474 MiB
2026/04/27 00:35:36.947, 55, [N/A], 85 %, 95 %, 7470 MiB
2026/04/27 00:35:47.080, 54, [N/A], 93 %, 100 %, 7478 MiB
2026/04/27 00:35:57.048, 55, [N/A], 90 %, 100 %, 7474 MiB
2026/04/27 00:36:06.971, 55, [N/A], 89 %, 99 %, 7469 MiB
2026/04/27 00:36:17.100, 55, [N/A], 87 %, 97 %, 7469 MiB
2026/04/27 00:36:27.085, 56, [N/A], 86 %, 95 %, 7473 MiB
2026/04/27 00:36:37.011, 55, [N/A], 84 %, 92 %, 7489 MiB
2026/04/27 00:36:47.101, 56, [N/A], 87 %, 96 %, 7486 MiB
2026/04/27 00:36:57.117, 55, [N/A], 84 %, 93 %, 7480 MiB
2026/04/27 00:37:07.059, 55, [N/A], 86 %, 94 %, 7496 MiB
2026/04/27 00:37:17.108, 55, [N/A], 88 %, 97 %, 7486 MiB
2026/04/27 00:37:27.161, 55, [N/A], 93 %, 100 %, 7491 MiB
2026/04/27 00:37:37.113, 55, [N/A], 87 %, 95 %, 7498 MiB
2026/04/27 00:37:47.104, 55, [N/A], 89 %, 99 %, 7500 MiB
2026/04/27 00:37:57.190, 55, [N/A], 87 %, 96 %, 7501 MiB
2026/04/27 00:38:07.141, 55, [N/A], 90 %, 100 %, 7499 MiB
2026/04/27 00:38:17.062, 55, [N/A], 88 %, 97 %, 7494 MiB
2026/04/27 00:38:27.215, 55, [N/A], 89 %, 98 %, 7503 MiB
2026/04/27 00:38:37.192, 55, [N/A], 89 %, 97 %, 7496 MiB
2026/04/27 00:38:47.121, 55, [N/A], 92 %, 100 %, 7500 MiB
2026/04/27 00:38:57.230, 55, [N/A], 88 %, 98 %, 7495 MiB
2026/04/27 00:39:07.236, 55, [N/A], 93 %, 100 %, 7491 MiB
2026/04/27 00:39:17.167, 55, [N/A], 88 %, 98 %, 7484 MiB
2026/04/27 00:39:27.245, 55, [N/A], 87 %, 96 %, 7484 MiB
2026/04/27 00:39:37.275, 55, [N/A], 89 %, 99 %, 7485 MiB
2026/04/27 00:39:47.218, 55, [N/A], 85 %, 95 %, 7485 MiB
2026/04/27 00:39:57.248, 55, [N/A], 91 %, 100 %, 7486 MiB
2026/04/27 00:40:07.314, 55, [N/A], 88 %, 97 %, 7550 MiB
2026/04/27 00:40:17.257, 56, [N/A], 89 %, 98 %, 7537 MiB
2026/04/27 00:40:27.180, 55, [N/A], 88 %, 97 %, 7513 MiB
2026/04/27 00:40:37.347, 55, [N/A], 90 %, 99 %, 7509 MiB
2026/04/27 00:40:47.315, 55, [N/A], 90 %, 99 %, 7506 MiB
2026/04/27 00:40:57.238, 55, [N/A], 92 %, 100 %, 7495 MiB
2026/04/27 00:41:07.381, 55, [N/A], 93 %, 100 %, 7498 MiB
2026/04/27 00:41:17.370, 55, [N/A], 87 %, 95 %, 7498 MiB
2026/04/27 00:41:27.294, 55, [N/A], 87 %, 96 %, 7496 MiB
2026/04/27 00:41:37.401, 51, [N/A], 3 %, 1 %, 7495 MiB
2026/04/27 00:41:47.416, 48, [N/A], 24 %, 19 %, 7483 MiB
2026/04/27 00:41:57.348, 46, [N/A], 28 %, 21 %, 7498 MiB
2026/04/27 00:42:07.373, 45, [N/A], 22 %, 18 %, 7499 MiB
2026/04/27 00:42:17.435, 44, [N/A], 24 %, 19 %, 7495 MiB
2026/04/27 00:42:27.388, 43, [N/A], 30 %, 23 %, 7504 MiB
2026/04/27 00:42:37.358, 43, [N/A], 15 %, 11 %, 1246 MiB
